order_id,order_date,customer_id,product_category,price,quantity,order_value,payment_method,city,state,customer_age,temporal_anomaly,quantity_reconstructed,quantity_inconsistency
1385,2026-05-09,2347,Toys,1907,19,36233,credit_card,New York,NY,26.0,True,True,False
1386,2024-03-27,1292,Electronics,1998,5,10321,credit_card,Phoenix,AZ,78.0,False,False,False
1387,2024-07-24,2704,Fashion,330,3,990,cash,Miami,FL,33.0,False,True,False
1388,2024-04-29,2495,Home,1181,2,2362,credit_card,Chicago,IL,41.0,False,True,False
1389,2024-11-22,1508,Sports,1071,4,4284,credit_card,Denver,CO,19.0,False,True,False
1390,2024-11-28,1709,Beauty,697,17,11863,paypal,Boston,MA,55.0,False,False,False
1391,2024-04-21,2221,Home,324,38,12176,credit_card,Miami,FL,55.0,False,False,False
1392,2024-07-12,1025,Grocery,126,13,1638,credit_card,New York,NY,25.0,False,True,False
1393,2024-12-26,2635,Electronics,568,12,6816,credit_card,Seattle,WA,36.0,False,True,False
1394,2024-09-28,1561,Electronics,2498,6,14009,debit_card,Denver,CO,66.0,False,False,False
1395,2024-03-19,1149,Grocery,96,136,13053,credit_card,Los Angeles,CA,62.0,False,False,False
1396,2024-08-04,1661,Electronics,1835,10,18350,paypal,Seattle,WA,37.0,False,True,False
1397,2024-08-14,2671,Beauty,217,64,13925,paypal,Seattle,WA,57.0,False,False,False
1398,2024-08-27,1548,Beauty,200,59,11693,credit_card,Miami,FL,65.0,False,False,False
1399,2024-01-10,2078,Fashion,213,17,3621,credit_card,Denver,CO,41.0,False,True,False
1400,2024-04-19,2623,Electronics,2758,16,44128,paypal,Chicago,IL,29.0,False,True,False
1401,2024-11-08,1067,Fashion,1408,2,2816,paypal,New York,NY,19.0,False,True,False
1402,2024-03-29,2519,Electronics,939,4,3756,paypal,New York,NY,,False,True,False
1403,2024-04-19,1577,Toys,476,18,8568,credit_card,Los Angeles,CA,38.0,False,True,False
1404,2024-04-28,2391,Grocery,138,106,14670,debit_card,Houston,TX,68.0,False,False,False
1405,2024-03-05,1376,Grocery,98,12,1176,debit_card,San Francisco,CA,38.0,False,True,False
1406,2024-02-26,1278,Beauty,457,31,14068,paypal,Seattle,WA,62.0,False,False,False
1407,2024-05-07,2576,Beauty,86,12,1032,credit_card,Boston,MA,38.0,False,True,False
1408,2024-11-15,2615,Grocery,52,279,14577,paypal,Seattle,WA,56.0,False,False,False
1409,2024-01-01,2962,Beauty,44,257,11314,debit_card,Denver,CO,78.0,False,False,False
1410,2024-04-13,2354,Toys,942,11,10033,paypal,Houston,TX,65.0,False,False,False
1411,2024-01-23,1931,Grocery,460,14,6440,debit_card,Miami,FL,28.0,False,True,False
1412,2024-07-24,1389,Fashion,417,7,2919,paypal,Los Angeles,CA,50.0,False,True,False
1413,2024-04-01,1590,Fashion,74,13,962,credit_card,Los Angeles,CA,35.0,False,True,False
1414,2024-10-16,2296,Grocery,23,5,115,credit_card,Denver,CO,31.0,False,True,False
1415,2024-08-02,1692,Fashion,427,31,13077,credit_card,New York,NY,70.0,False,False,False
1416,2024-10-13,1967,Fashion,2068,6,12463,paypal,Los Angeles,CA,79.0,False,False,False
1417,2024-08-20,1336,Home,314,44,13895,credit_card,Houston,TX,76.0,False,False,False
1418,2024-06-09,1878,Home,1097,10,10487,debit_card,Chicago,IL,70.0,False,False,False
1419,2024-11-11,1475,Toys,459,13,5967,cash,Boston,MA,47.0,False,True,False
1420,2024-06-23,1224,Grocery,102,9,918,paypal,Houston,TX,51.0,False,True,False
1421,2024-12-13,1263,Electronics,3873,20,77460,debit_card,Phoenix,AZ,52.0,False,True,False
1422,2024-12-30,2036,Toys,232,56,12977,paypal,Houston,TX,64.0,False,False,False
1423,2024-08-03,1732,Beauty,458,14,6412,credit_card,San Francisco,CA,21.0,False,True,False
1424,2024-09-03,1199,Grocery,304,36,10994,credit_card,Phoenix,AZ,70.0,False,False,False
1425,2024-04-03,2028,Beauty,253,50,12573,credit_card,Boston,MA,68.0,False,False,False
1426,2024-10-25,1328,Home,1316,8,10792,paypal,Miami,FL,80.0,False,False,False
1427,2024-09-02,1030,Sports,353,41,14562,credit_card,Denver,CO,55.0,False,False,False
1428,2024-11-26,1265,Grocery,460,14,6440,credit_card,Miami,FL,,False,True,False
1429,2024-04-07,1897,Grocery,122,14,1708,debit_card,Denver,CO,48.0,False,True,False
1430,2024-10-15,2908,Toys,432,25,10916,credit_card,Miami,FL,57.0,False,False,False
1431,2024-06-21,1483,Grocery,109,16,1744,paypal,New York,NY,37.0,False,True,False
1432,2024-03-08,1569,Toys,204,63,12875,credit_card,Chicago,IL,66.0,False,False,False
1433,2024-03-03,1485,Electronics,1464,8,11712,paypal,Boston,MA,45.0,False,True,False
1434,2024-07-24,1710,Grocery,69,14,966,credit_card,New York,NY,35.0,False,True,False
1435,2024-04-26,2434,Home,1184,8,10029,paypal,Chicago,IL,64.0,False,False,False
1436,2024-02-07,1644,Fashion,363,1,363,debit_card,Boston,MA,39.0,False,True,False
1437,2024-06-05,2315,Home,458,11,5038,credit_card,Houston,TX,23.0,False,True,False
1438,2024-08-26,2796,Beauty,64,7,448,credit_card,Los Angeles,CA,50.0,False,True,False
1439,2024-04-26,2892,Electronics,368,19,6992,paypal,Chicago,IL,49.0,False,True,False
1440,2024-12-15,2125,Toys,506,12,6072,credit_card,Houston,TX,36.0,False,True,False
1441,2024-10-12,2426,Grocery,39,8,312,debit_card,San Francisco,CA,20.0,False,True,False
1442,2024-07-06,2838,Beauty,316,9,2844,credit_card,Phoenix,AZ,47.0,False,True,False
1443,2024-12-08,2573,Fashion,477,23,10782,paypal,Denver,CO,66.0,False,False,False
1444,2024-06-07,1599,Grocery,93,135,12497,credit_card,Boston,MA,68.0,False,False,False
1445,2024-02-21,1264,Fashion,607,12,7284,debit_card,Los Angeles,CA,31.0,False,True,False
1446,2024-01-14,1229,Toys,347,20,6940,debit_card,Chicago,IL,45.0,False,True,False
1447,2024-12-09,2764,Sports,70,146,10205,credit_card,Denver,CO,74.0,False,False,False
1448,2024-12-17,2112,Electronics,1131,12,13572,credit_card,Denver,CO,39.0,False,True,False
1449,2024-09-27,1592,Electronics,2059,13,26767,paypal,Chicago,IL,47.0,False,True,False
1450,2024-02-07,1691,Home,2042,6,12714,debit_card,Houston,TX,60.0,False,False,False
1451,2024-04-17,1563,Grocery,377,15,5655,cash,,,46.0,False,True,False
1452,2024-01-16,2603,Grocery,33,333,10922,paypal,Denver,CO,71.0,False,False,False
1453,2024-01-19,2224,Fashion,323,13,4199,debit_card,Denver,CO,40.0,False,True,False
1454,2024-03-31,2758,Grocery,28,15,420,debit_card,Los Angeles,CA,49.0,False,True,False
1455,2024-07-28,1603,Electronics,4944,5,24720,paypal,San Francisco,CA,50.0,False,True,False
1456,2024-01-24,1945,Grocery,220,62,13633,credit_card,Boston,MA,64.0,False,False,False
1457,2024-12-26,1243,Home,728,3,2184,credit_card,Phoenix,AZ,39.0,False,True,False
1458,2024-06-15,2942,Electronics,1674,16,26784,paypal,Houston,TX,35.0,False,True,False
1459,2024-04-06,2023,Beauty,737,12,8844,paypal,San Francisco,CA,40.0,False,True,False
1460,2024-07-07,2106,Fashion,1127,2,2254,credit_card,San Francisco,CA,32.0,False,True,False
1461,2024-10-16,1827,Fashion,1080,15,16200,credit_card,Denver,CO,30.0,False,True,False
1462,2024-04-24,1541,Beauty,352,41,14341,debit_card,Phoenix,AZ,69.0,False,False,False
1463,2024-01-18,2896,Fashion,323,8,2584,paypal,Los Angeles,CA,39.0,False,True,False
1464,2024-01-19,1977,Beauty,451,13,5863,credit_card,San Francisco,CA,35.0,False,True,False
1465,2024-11-07,2349,Home,1056,13,13793,paypal,Houston,TX,69.0,False,False,False
1466,2024-02-10,1074,Electronics,1258,8,10317,credit_card,Boston,MA,67.0,False,False,False
1467,2024-08-20,1551,Fashion,323,7,2261,credit_card,Seattle,WA,33.0,False,True,False
1468,2024-05-20,2608,Toys,756,10,7560,debit_card,Seattle,WA,37.0,False,True,False
1469,2024-10-11,1175,Home,2089,6,12482,credit_card,Los Angeles,CA,69.0,False,False,False
1470,2024-01-23,1202,Home,302,5,1510,paypal,Los Angeles,CA,35.0,False,True,False
1471,2024-11-24,2619,Beauty,198,53,10556,credit_card,Miami,FL,72.0,False,False,False
1472,2024-09-12,1617,Sports,809,15,12045,paypal,Los Angeles,CA,56.0,False,False,False
1473,2024-06-13,1547,Sports,901,5,4505,credit_card,Miami,FL,,False,True,False
1474,2024-03-16,2130,,362,10,3620,paypal,Denver,CO,51.0,False,True,False
1475,2024-12-23,1389,Electronics,6614,10,66140,paypal,New York,NY,19.0,False,True,False
1476,2024-04-20,1085,Electronics,2054,7,14198,credit_card,Denver,CO,69.0,False,False,False
1477,2024-06-28,1008,Toys,467,8,3736,cash,Chicago,IL,53.0,False,True,False
1478,2024-05-24,1158,Electronics,5986,20,119720,credit_card,Chicago,IL,28.0,False,True,False
1479,2024-03-25,1317,Home,384,27,10206,credit_card,San Francisco,CA,70.0,False,False,False
1480,2024-06-01,2392,Grocery,457,2,914,paypal,Los Angeles,CA,36.0,False,True,False
1481,2024-02-25,1595,Fashion,157,8,1256,paypal,Miami,FL,41.0,False,True,False
1482,2024-01-01,1143,Beauty,213,53,11258,debit_card,Chicago,IL,58.0,False,False,False
1483,2024-04-16,1028,Fashion,130,9,1170,cash,New York,NY,35.0,False,True,False
1484,2024-02-11,1954,Grocery,178,18,3204,credit_card,Los Angeles,CA,18.0,False,True,False
1485,2024-05-31,2680,Beauty,342,18,6156,credit_card,Seattle,WA,38.0,False,True,False
1486,2024-11-11,1677,Sports,489,29,14133,credit_card,Los Angeles,CA,61.0,False,False,False
1487,2024-02-29,1127,Toys,282,13,3666,credit_card,Los Angeles,CA,44.0,False,True,False
1488,2024-01-01,1456,Fashion,786,15,12030,debit_card,San Francisco,CA,62.0,False,False,False
1489,2024-02-10,1998,Grocery,39,12,468,credit_card,Chicago,IL,22.0,False,True,False
1490,2024-07-04,1377,Fashion,503,10,5030,debit_card,New York,NY,34.0,False,True,False
1491,2024-04-10,2956,Beauty,428,1,513,credit_card,,,32.0,False,False,False
1492,2024-06-28,2526,Toys,73,6,438,credit_card,San Francisco,CA,22.0,False,True,False
1493,2024-01-11,1689,Toys,528,21,11177,paypal,Phoenix,AZ,58.0,False,False,False
1494,2024-05-01,2903,Fashion,457,3,1371,credit_card,Denver,CO,31.0,False,True,False
1495,2024-05-30,1650,Beauty,222,14,3108,debit_card,San Francisco,CA,,False,True,False
1496,2024-06-06,1280,Beauty,96,153,14748,paypal,Los Angeles,CA,80.0,False,False,False
1497,2024-07-20,2876,Beauty,768,5,3840,debit_card,Boston,MA,33.0,False,True,False
1498,2024-10-12,2919,Beauty,97,17,1649,paypal,Phoenix,AZ,30.0,False,True,False
1499,2024-06-20,1625,Home,147,73,10779,paypal,Seattle,WA,76.0,False,False,False
1500,2024-11-03,2189,Grocery,109,1,109,credit_card,Seattle,WA,40.0,False,True,False
1501,2024-07-12,1346,Beauty,176,9,1584,debit_card,Boston,MA,36.0,False,True,False
1502,2024-04-05,2283,Home,165,85,13943,credit_card,Los Angeles,CA,63.0,False,False,False
1503,2024-03-24,2380,Grocery,149,12,1788,credit_card,New York,NY,26.0,False,True,False
1504,2024-04-28,2419,Sports,124,20,2480,debit_card,Boston,MA,41.0,False,True,False
1505,2024-08-06,2137,Fashion,187,17,3179,debit_card,Denver,CO,30.0,False,True,False
1506,2024-03-29,2408,Home,347,31,10890,paypal,Seattle,WA,74.0,False,False,False
1507,2024-11-30,2110,Fashion,812,14,11368,debit_card,Chicago,IL,36.0,False,True,False
1508,2024-06-24,2639,Electronics,4132,4,16528,paypal,Chicago,IL,53.0,False,True,False
1509,2024-11-11,1359,Toys,738,11,8118,debit_card,Seattle,WA,50.0,False,True,False
1510,2024-09-07,1966,Toys,457,13,5941,credit_card,San Francisco,CA,49.0,False,True,False
1511,2024-05-02,1832,Toys,44,8,352,credit_card,Miami,FL,22.0,False,True,False
1512,2024-03-24,2066,Sports,835,7,5845,credit_card,Houston,TX,34.0,False,True,False
1513,2024-09-29,1284,Fashion,1386,11,14815,debit_card,Miami,FL,71.0,False,False,False
1514,2024-05-01,1647,,656,13,8528,credit_card,Chicago,IL,52.0,False,True,False
1515,2024-03-31,2908,Grocery,142,98,13930,credit_card,Phoenix,AZ,73.0,False,False,False
1516,2024-12-06,1210,Electronics,566,18,10188,credit_card,Denver,CO,53.0,False,True,False
1517,2024-06-25,2270,Fashion,459,16,7344,debit_card,Miami,FL,38.0,False,True,False
1518,2024-01-18,2329,Grocery,459,8,3672,credit_card,Chicago,IL,39.0,False,True,False
1519,2024-06-30,1949,Grocery,32,361,11382,credit_card,Los Angeles,CA,66.0,False,False,False
1520,2024-06-17,1067,Grocery,459,16,7344,credit_card,New York,NY,32.0,False,True,False
1521,2024-11-12,1068,Home,1168,13,14919,credit_card,Phoenix,AZ,55.0,False,False,False
1522,2024-09-17,1551,Sports,433,24,10572,credit_card,Los Angeles,CA,76.0,False,False,False
1523,2024-03-11,1205,Electronics,570,25,14298,paypal,Denver,CO,71.0,False,False,False
1524,2024-02-25,1188,Grocery,332,6,1992,credit_card,Houston,TX,42.0,False,True,False
1525,2024-08-08,1320,Sports,883,16,14128,credit_card,New York,NY,35.0,False,True,False
1526,2024-01-18,1381,Home,405,33,13497,debit_card,Phoenix,AZ,57.0,False,False,False
1527,2024-04-26,2676,Electronics,586,19,10869,debit_card,Boston,MA,56.0,False,False,False
1528,2024-02-20,2277,Beauty,1257,10,12732,credit_card,Miami,FL,63.0,False,False,False
1529,2024-01-08,1060,Beauty,240,18,4320,credit_card,Denver,CO,22.0,False,True,False
1530,2024-12-02,2256,Grocery,299,12,3588,paypal,Houston,TX,52.0,False,True,False
1531,2024-02-02,1273,Grocery,200,11,2200,paypal,Seattle,WA,18.0,False,True,False
1532,2024-01-04,1842,Beauty,457,22,10060,credit_card,Seattle,WA,80.0,False,False,False
1533,2024-12-07,1076,Beauty,162,79,12866,debit_card,New York,NY,73.0,False,False,False
1534,2024-03-09,1180,Beauty,777,17,12911,credit_card,New York,NY,64.0,False,False,False
1535,2024-10-25,1265,Grocery,315,5,1575,credit_card,Boston,MA,36.0,False,True,False
1536,2024-01-12,1866,Sports,136,88,12043,credit_card,Houston,TX,65.0,False,False,False
1537,2024-02-26,1926,Beauty,379,12,4548,debit_card,Miami,FL,46.0,False,True,False
1538,2024-02-10,1705,Beauty,222,64,14123,credit_card,Denver,CO,58.0,False,False,False
1539,2024-09-15,2240,Electronics,641,16,10256,credit_card,Los Angeles,CA,32.0,False,True,False
1540,2024-08-14,2440,Toys,377,2,754,credit_card,Boston,MA,,False,True,False
1541,2024-06-23,2457,Fashion,145,101,14654,credit_card,Los Angeles,CA,73.0,False,False,False
1542,2024-03-29,2158,Electronics,1009,2,2018,credit_card,Boston,MA,29.0,False,True,False
1543,2024-02-02,2091,Home,292,10,2920,credit_card,Chicago,IL,42.0,False,True,False
1544,2024-07-27,1983,Electronics,983,10,9830,debit_card,Houston,TX,36.0,False,True,False
1545,2024-03-25,1475,Grocery,92,19,1748,credit_card,Phoenix,AZ,29.0,False,True,False
1546,2024-08-04,1973,Beauty,108,11,1188,credit_card,Phoenix,AZ,43.0,False,True,False
1547,2024-09-08,1020,Electronics,5160,2,12669,paypal,New York,NY,56.0,False,False,False
1548,2024-11-06,2932,Toys,453,19,8607,credit_card,,,21.0,False,True,False
1549,2024-06-29,1740,Toys,1283,16,20528,credit_card,New York,NY,30.0,False,True,False
1550,2024-01-02,2512,Sports,537,25,13370,paypal,San Francisco,CA,69.0,False,False,False
1551,2024-04-12,2913,Toys,197,8,1576,debit_card,Los Angeles,CA,34.0,False,True,False
1552,2024-11-08,1993,Grocery,399,15,5985,credit_card,Boston,MA,39.0,False,True,False
1553,2024-07-14,2723,Sports,385,28,10729,credit_card,Boston,MA,60.0,False,False,False
1554,2024-08-14,1958,Toys,265,57,14990,credit_card,Phoenix,AZ,65.0,False,False,False
1555,2024-06-16,1264,Sports,1086,13,14290,credit_card,Seattle,WA,78.0,False,False,False
1556,2024-02-29,1052,Fashion,159,19,3021,paypal,New York,NY,28.0,False,True,False
1557,2024-11-24,1271,Grocery,173,85,14745,debit_card,Denver,CO,65.0,False,False,False
1558,2024-10-09,2885,Fashion,682,20,13890,credit_card,Chicago,IL,63.0,False,False,False
1559,2024-12-30,1950,Beauty,674,15,10110,credit_card,Miami,FL,25.0,False,True,False
1560,2024-11-09,1638,Toys,622,19,11615,credit_card,New York,NY,73.0,False,False,False
1561,2024-04-16,1892,Toys,864,8,6912,credit_card,Boston,MA,37.0,False,True,False
1562,2024-04-03,1511,Beauty,224,6,1344,credit_card,Houston,TX,44.0,False,True,False
1563,2024-03-31,2741,Beauty,123,91,11108,credit_card,Phoenix,AZ,68.0,False,False,False
1564,2024-12-02,2998,Sports,3303,13,42939,paypal,New York,NY,51.0,False,True,False
1565,2024-07-22,1169,Toys,90,16,1440,debit_card,Los Angeles,CA,35.0,False,True,False
1566,2024-06-15,2437,Sports,195,1,195,paypal,Phoenix,AZ,38.0,False,True,False
1567,2024-12-20,1671,Fashion,672,19,12555,paypal,Boston,MA,64.0,False,False,False
1568,2024-08-08,1094,Beauty,896,6,5376,paypal,Seattle,WA,29.0,False,True,False
1569,2024-11-28,2844,Grocery,114,2,228,cash,Los Angeles,CA,47.0,False,True,False
1570,2024-12-26,1123,Toys,679,15,10413,credit_card,Seattle,WA,65.0,False,False,False
1571,2024-01-30,1411,Beauty,50,258,12760,credit_card,Los Angeles,CA,73.0,False,False,False
1572,2024-05-12,1051,Beauty,164,72,11850,credit_card,Seattle,WA,70.0,False,False,False
1573,2024-09-25,1942,Fashion,96,2,192,debit_card,Seattle,WA,40.0,False,True,False
1574,2024-10-24,2199,Electronics,2736,14,38304,debit_card,Los Angeles,CA,30.0,False,True,False
1575,2024-02-24,1641,Fashion,458,30,13640,credit_card,Los Angeles,CA,76.0,False,False,False
1576,2024-04-26,1143,Beauty,88,149,13128,paypal,Seattle,WA,55.0,False,False,False
1577,2024-07-19,1232,Beauty,369,1,369,paypal,Seattle,WA,43.0,False,True,False
1578,2024-10-19,2866,Sports,1428,8,11233,debit_card,Denver,CO,74.0,False,False,False
1579,2024-02-11,2611,Beauty,215,64,13667,credit_card,Phoenix,AZ,63.0,False,False,False
1580,2024-08-07,2873,Electronics,2313,6,13878,credit_card,Phoenix,AZ,48.0,False,True,False
1581,2024-04-18,2061,Toys,470,3,1410,credit_card,Phoenix,AZ,30.0,False,True,False
1582,2024-03-20,2092,Toys,459,6,2754,credit_card,San Francisco,CA,23.0,False,True,False
1583,2024-07-07,2571,Sports,254,19,4826,debit_card,Houston,TX,51.0,False,True,False
1584,2024-05-31,2233,Beauty,384,17,6528,credit_card,Houston,TX,25.0,False,True,False
1585,2024-08-20,1872,Sports,997,2,1994,credit_card,Houston,TX,37.0,False,True,False
1586,2024-04-26,1583,Sports,1249,9,11556,credit_card,Miami,FL,60.0,False,False,False
1587,2024-10-28,1971,Toys,392,11,4312,debit_card,Miami,FL,18.0,False,True,False
1588,2024-01-29,1127,Beauty,96,117,11243,credit_card,Phoenix,AZ,80.0,False,False,False
1589,2024-11-11,1384,Home,955,18,17190,cash,Los Angeles,CA,45.0,False,True,False
1590,2024-01-11,2474,Fashion,427,28,12093,credit_card,Miami,FL,72.0,False,False,False
1591,2024-09-26,2736,Fashion,458,4,1832,paypal,Los Angeles,CA,28.0,False,True,False
1592,2024-05-06,1203,Home,434,10,4340,credit_card,San Francisco,CA,47.0,False,True,False
1593,2024-05-20,1193,Fashion,246,44,10789,credit_card,Miami,FL,78.0,False,False,False
1594,2024-01-07,1171,Fashion,874,13,11626,cash,Phoenix,AZ,57.0,False,False,False
1595,2024-09-13,2583,Fashion,138,82,11299,debit_card,Los Angeles,CA,68.0,False,False,False
1596,2024-03-01,1622,Fashion,193,52,10109,debit_card,Boston,MA,61.0,False,False,False
1597,2024-08-29,1653,Sports,470,25,11504,debit_card,Miami,FL,64.0,False,False,False
1598,2024-09-22,1024,Toys,1114,3,3342,credit_card,San Francisco,CA,40.0,False,True,False
1599,2024-11-05,2945,Fashion,994,3,2982,paypal,Boston,MA,46.0,False,True,False
1600,2024-09-16,1868,Beauty,66,12,792,credit_card,Boston,MA,21.0,False,True,False
1601,2024-04-20,2594,Sports,1803,14,25242,paypal,New York,NY,34.0,False,True,False
1602,2024-09-27,2415,Beauty,719,16,11504,paypal,New York,NY,22.0,False,True,False
1603,2024-10-29,1283,Electronics,573,5,2865,paypal,Miami,FL,38.0,False,True,False
1604,2024-04-26,2602,Home,73,169,12334,debit_card,New York,NY,63.0,False,False,False
1605,2024-02-15,2100,Sports,576,19,10944,debit_card,San Francisco,CA,30.0,False,True,False
1606,2024-11-21,2208,Fashion,1049,13,13637,credit_card,San Francisco,CA,48.0,False,True,False
1607,2024-02-24,1400,Sports,2181,17,37077,credit_card,Seattle,WA,52.0,False,True,False
1608,2024-08-05,2693,Home,274,18,4932,paypal,Boston,MA,28.0,False,True,False
1609,2024-03-27,2863,Sports,2484,6,14149,debit_card,Phoenix,AZ,69.0,False,False,False
1610,2024-02-16,1813,Toys,51,212,10902,credit_card,Denver,CO,66.0,False,False,False
1611,2024-10-11,1184,Beauty,457,13,5941,paypal,New York,NY,29.0,False,True,False
1612,2024-02-22,2697,Home,394,15,5910,credit_card,Los Angeles,CA,20.0,False,True,False
1613,2024-09-02,2774,Fashion,1075,12,12900,paypal,Miami,FL,18.0,False,True,False
1614,2024-09-10,2012,Sports,1726,1,1726,paypal,Boston,MA,36.0,False,True,False
1615,2024-01-23,2158,Sports,1313,8,10504,credit_card,Los Angeles,CA,25.0,False,True,False
1616,2024-03-04,1446,Beauty,83,7,581,credit_card,San Francisco,CA,19.0,False,True,False
1617,2024-10-17,1134,Fashion,852,4,3408,debit_card,Phoenix,AZ,47.0,False,True,False
1618,2024-07-04,2888,Toys,459,19,8721,credit_card,San Francisco,CA,51.0,False,True,False
1619,2024-02-14,1965,Grocery,26,11,286,cash,Los Angeles,CA,19.0,False,True,False
1620,2024-12-28,1549,Fashion,82,142,11637,credit_card,Miami,FL,55.0,False,False,False
1621,2024-04-06,2386,Beauty,564,8,4512,credit_card,Los Angeles,CA,43.0,False,True,False
1622,2024-01-02,1052,Fashion,371,17,6307,credit_card,Chicago,IL,30.0,False,True,False
1623,2024-12-04,1159,Fashion,153,19,2907,paypal,Boston,MA,25.0,False,True,False
1624,2024-01-07,1485,Toys,259,39,10147,debit_card,Miami,FL,65.0,False,False,False
1625,2024-07-21,1901,Toys,409,9,3681,paypal,Los Angeles,CA,24.0,False,True,False
1626,2024-12-29,1733,Sports,572,2,1144,cash,Miami,FL,30.0,False,True,False
1627,2024-07-30,1374,Home,159,65,10376,debit_card,Denver,CO,62.0,False,False,False
1628,2024-08-01,1702,Electronics,6624,2,11781,credit_card,Houston,TX,57.0,False,False,False
1629,2024-05-22,1667,Grocery,218,57,12500,credit_card,Seattle,WA,80.0,False,False,False
1630,2024-02-16,2049,Grocery,75,11,825,paypal,Los Angeles,CA,20.0,False,True,False
1631,2024-07-28,2125,Grocery,77,12,924,credit_card,Seattle,WA,30.0,False,True,False
1632,2024-11-24,2766,Sports,814,17,13741,paypal,San Francisco,CA,59.0,False,False,False
1633,2024-02-03,2613,Grocery,40,1,40,paypal,Miami,FL,32.0,False,True,False
1634,2024-11-18,1584,Sports,796,6,4776,debit_card,Chicago,IL,42.0,False,True,False
1635,2024-05-31,2805,Electronics,506,14,7084,debit_card,Boston,MA,36.0,False,True,False
1636,2024-07-15,2041,Home,520,27,13816,paypal,Phoenix,AZ,68.0,False,False,False
1637,2024-03-01,1375,Home,216,68,14570,paypal,New York,NY,67.0,False,False,False
1638,2024-08-15,1680,Fashion,175,83,14539,debit_card,Miami,FL,68.0,False,False,False
1639,2024-03-07,2483,Grocery,365,4,1460,credit_card,Los Angeles,CA,49.0,False,True,False
1640,2024-04-09,2643,Fashion,448,12,5376,credit_card,Denver,CO,48.0,False,True,False
1641,2024-09-21,1748,Toys,365,15,5475,credit_card,Denver,CO,53.0,False,True,False
1642,2024-01-19,1315,Home,110,4,440,paypal,Miami,FL,22.0,False,True,False
1643,2024-06-12,1383,Toys,189,3,567,debit_card,Miami,FL,52.0,False,True,False
1644,2024-08-05,1207,Sports,883,18,15894,paypal,Houston,TX,35.0,False,True,False
1645,2024-02-18,2397,Home,642,16,10508,credit_card,New York,NY,77.0,False,False,False
1646,2024-04-17,2005,Sports,459,11,5049,paypal,New York,NY,29.0,False,True,False
1647,2024-05-05,1902,Electronics,1730,4,6920,credit_card,Phoenix,AZ,20.0,False,True,False
1648,2024-08-30,2343,Grocery,457,23,10560,debit_card,Houston,TX,78.0,False,False,False
1649,2024-12-23,2657,Toys,853,16,13648,credit_card,Denver,CO,27.0,False,True,False
1650,2024-11-02,2591,Grocery,58,5,290,paypal,Los Angeles,CA,50.0,False,True,False
1651,2024-03-10,1274,Grocery,16,7,112,debit_card,Los Angeles,CA,42.0,False,True,False
1652,2024-01-07,2179,Home,248,16,3968,credit_card,San Francisco,CA,34.0,False,True,False
1653,2024-01-19,2765,Toys,459,10,4590,credit_card,San Francisco,CA,48.0,False,True,False
1654,2024-08-06,2547,Electronics,2642,5,12484,credit_card,Houston,TX,64.0,False,False,False
1655,2024-02-27,1658,Grocery,460,3,1380,credit_card,New York,NY,25.0,False,True,False
1656,2024-03-25,1785,Beauty,459,28,12947,credit_card,New York,NY,59.0,False,False,False
1657,2024-11-06,2780,Toys,955,14,12989,credit_card,Seattle,WA,74.0,False,False,False
1658,2024-11-15,1065,Grocery,98,11,1078,credit_card,San Francisco,CA,36.0,False,True,False
1659,2024-11-03,2050,Beauty,504,25,12431,credit_card,Houston,TX,60.0,False,False,False
1660,2024-04-02,1232,Grocery,26,567,14906,debit_card,New York,NY,75.0,False,False,False
1661,2024-08-14,2789,Electronics,407,31,12545,credit_card,Houston,TX,76.0,False,False,False
1662,2024-08-11,1077,Electronics,4628,3,14677,credit_card,New York,NY,58.0,False,False,False
1663,2024-03-08,1046,Grocery,458,33,14941,paypal,Phoenix,AZ,77.0,False,False,False
1664,2024-07-21,1657,Home,597,20,12220,credit_card,Phoenix,AZ,66.0,False,False,False
1665,2024-07-11,1400,Fashion,175,13,2275,debit_card,Boston,MA,50.0,False,True,False
1666,2024-05-24,1990,Electronics,1589,14,22246,paypal,,,25.0,False,True,False
1667,2024-10-02,1599,Toys,122,87,10669,paypal,Phoenix,AZ,71.0,False,False,False
1668,2024-09-05,1712,Beauty,631,1,631,credit_card,Chicago,IL,36.0,False,True,False
1669,2024-07-13,2129,Beauty,2166,5,11630,credit_card,Phoenix,AZ,64.0,False,False,False
1670,2024-09-22,2121,Toys,450,26,11793,paypal,Denver,CO,58.0,False,False,False
1671,2024-10-06,2869,Toys,184,4,736,paypal,Boston,MA,40.0,False,True,False
1672,2024-07-26,1961,Sports,458,32,14442,credit_card,San Francisco,CA,66.0,False,False,False
1673,2024-04-07,2128,Sports,159,93,14808,debit_card,New York,NY,59.0,False,False,False
1674,2024-10-04,2355,Sports,2119,5,10848,paypal,Boston,MA,64.0,False,False,False
1675,2024-09-19,1348,Grocery,43,235,10100,paypal,San Francisco,CA,78.0,False,False,False
1676,2024-12-25,2333,Home,409,20,8180,credit_card,Miami,FL,35.0,False,True,False
1677,2024-02-24,2723,Sports,1032,14,14153,credit_card,Boston,MA,66.0,False,False,False
1678,2024-06-02,1636,Toys,1000,19,19000,credit_card,New York,NY,20.0,False,True,False
1679,2024-12-04,1356,Sports,526,18,9468,credit_card,Boston,MA,,False,True,False
1680,2024-07-07,1692,Electronics,1063,3,3189,debit_card,San Francisco,CA,27.0,False,True,False
